id	name	code	cost	suggested	folder
66939f9e10520799a98ce304	مريلة مطبخ مستورده	TfZlBvM	90	150	1VJW3TReg2VBDMRL05JhQ7A7CvnHUkfPJ
6a5a5106ecf12e1a4c6c0c05	قلم المحترفين متعدد الوظائف | multi-pro pe	H9ecwt8	130	250	19-UPnl14UC2Wwzzx3_5brGTgNaWpS27o
6a450a90fd268beb6d7deac8	مكنسة لاسلكية محمولة 3x1	ZvGIcx2	470	800	1rbQKHptSl58O0wvFiKw4_iZkct2iTdd8
69e13ea05a30089224e4b4b7	بروجكتور رائد الفضاء	Oa32HSj	380	650	1wkDrYHV1yO0EtusF96fHIdfXKFp8QtqK
69a30079609f3a69d77f8ccf	رولر سيليكون للعناية بالبشرة	3hrLCnk	190	350	1lleK5vczvzOicEJGC6ua4lI1OkBjOIUC
685185a8cd2f1d95c3641033	منظم الأكسسورات 3 ادراج	ewGWzjr	240	400	1XWHiuwdB6ltYr7hkznvSQ0ABIUsRFf5E
6a5a572fecf12e1a4c6f87e5	صابونة أوزمان الطبيعية لكثافة الشعر	ZzTwW3I	150	250	1q7kc_y1sNEACfdOwh9rrOeWShAupf7tr
6a3c622bb2dfdec2ecb2a647	قلم اللحام الذكي	O1sckpN	490	700	1j3PbUhPThwU91YopG9VYwjCEY_6HxS6w
6809007b015f399decb87c40	عجلة تمرين البطن ديجتال	VzJVS72	465	750	1KAbEKS_Vxb2NiACUwUldQ2mD5b1F2Iol
67315818d84017480e7ecf96	مسن سكاكين 3 مستويات	yVYTbnY	90		1sBckJc3XbfOaXjMNr0HyGHnxPYaYUZKR
68092b92015f399decbdefc4	مسدس بخاخ بوية	r3vfNkV	1860		1HKt05vE_P-SM2AsvfCgXzEA5q8vH6qz-
68d1680115bf4d8f291c5710	مساحة مدينتى ببخاخ	bZ5EhY5	240	350	1GG5oPrcm6C58CWAoz8_AhVC00FIIXOe3
6924ec9b635aba1b6b0b71f8	مكواة فرد الشعر من السيراميك ماركة home gold	WYmt584	410	600	15OzHkEJ5cPy-TF9cDPq8v9_maPmrVHRa
6851ccf5cd2f1d95c37111d2	شاحن بطاريات 4 منافذ	WQZX6ne	280	450	11fgWYEDXFE0ke0Ip9W795v2mPKUvQPRp
68692b0b3d57f3e408866515	أداة إزالة شعر الوجه والجسم	9fOFCTk	120	200	10TKaG-rj1qzF04M_V1EoGPxCTJvWHQPk
6904ebb833a765a1debd9b49	حامل الموبايل القابل للتعديل 360°	3CBo61Z	130	200	1yfu8kZ0tiKAYhW4qhq6XqVTJrhuGOvN5
689b5890cea36353d649d451	لعبة ترابيزة وبروجكتور الرسم	QLFYF9G	210	400	1hWMUGD0GA2K5HYJoytuBxiKETNSKQ1Hj
6a84b8d4c7b6f6cbf9c323d9	جهاز تدليك الساقين والاسترخاء العضلي	HHbjaq9	415	650	1Khjxm4oc-LsJK7M0bIYR8rqICFTtAZbq
68ad049ac3315c9e3d9beb83	جهاز تدليك العضلات	KPrbFFF	240	400	1CtRSJOxd5spUFSJIQZvKTpk2Bvg85OUi
6954f208ddc488a5049b9df2	أداة إصلاح صاج السيارة	XTuqAEN	230	400	1ziT--MHc513ZKqt6k7Oj2pwqU68m2leX
68e66ce7d7c301f2053b2297	طاقية استحمام الأطفال السحرية	D7B3Gwl	75		1TMg8KFsWCJKLeb7Dyh75My8lB4xbj26w
69014bbdcceac5763c5e2bd6	جهاز إزالة شعر الوجه -face hair remover	V5JNZ6t	170	350	12xgiCDEa-QL7-adS1P2d6HOTxMvToHYd
673a2fd31548cec72da0bad5	قطاعة الخضروات السحرية	S8tLfN1	230		1Hw5WUYbWBSg_viWrFwF0633ctsvdfFdH
6827436bcbb435de1281ce43	مشاية اطفال	fzKmQwN	250	350	1wjfs8ka2OFiqQSu3P_w3TYA_NH1W8D23
6a414df4fd268beb6de1f5eb	جهاز دوبلر نبض الجنين الرقمي في المنزل	z1fXIWo	430	700	14anYcNimPSao9tnaY8yzxsg4fMV8xttD
6a668928a4ea385651a9508d	لمبة ليد ذكية قابلة للشحن	FZJds9E	120		1ebWBXtQR9Ir6jWdbrGpJQMeon6QGwG5p
674e32be1548cec72daebf00	مضرب القهوه والنسكافية	jhYg9lO	180		1ziyik9N5oCMf4M1YvxkHnB7Quksllnpp
6a300f65444b45b6f4071510	جامع البول السيليكون للرجال	12CVRW4	370	650	1nSUbxKuKof-M9xI9eHspI5dJGhdI6h0h
685beeb4cd2f1d95c350ed30	مطحنة قهوة وتوابل كهربائيه	t1u7bqJ	290		1szCBn55--rHt0AT3SUlBAtzmqxXJsra-
67fe90626cc90c5f0307fe26	جهاز شفاط الحليب المحمول	OLoL8mU	1180		1-Cz727cuIYZj0I83ZLXFA4ZWzereIgsg
68fa4a85cceac5763cdfcb11	جهاز المساج المحمول mini	fKhWnkF	130	250	1awdEUpPOAlbB3gWLZIp6hA2Ks47vrJ_4
6705c4786be3c0aa396f4ba9	جهاز تنعيم القدم الكهربائي	KJN35i3	180	350	1J3pWU6a89qlzomOaBnv3GaDpU1Qi3F_d
67143df2fa54540680c20979	المساحة السيلكون التريند	MBS5cSw	115	250	1_hzuPgp88PDkwRjN9DvhOg2TPRx-LAAC
69613717356433dea1646ae5	الدواية الذكية بحساس حركة	S8nlkTC	260		1NugFsur6j5iUPe02XS1i8RHco3i3ZAmG
6a62a87d0868f034dd796b9a	game stick lite 4k | جهاز الألعاب الكلاسيكية الذكي	wc3HO3v	920	1300	1Rf14sK7GTqG_7utjrjXzrR_lme9ad8se
68654d0c274b44138ac0a130	جهاز العناية بالأظافر	tX3M5k4	170	300	1ToC7C0VZMyD_CQ46S4UzV_B1qCDWn1Ya
66567e450e468fed787e6dcb	مكبس الممبار والسجق	YjXs2t4	140		10TcKZDE1Mn6C3mWbVK3Y_RxNH22CCbiL
68e511abd7c301f205fadb09	لعبة مضرب بطوط	ueQE53g	200	350	1126BOpp3r7uzFEBSvCHkwwfnZMCcAVJP
68e52da2d7c301f20502e048	مناديل إزالة دهون	JQipABQ	100		1VMR2Y3ergcFrQw1pj0-_DTPbO0zdwHZ8
6a502414fd268beb6d485ef0	مناديل إزالة البقع	RI5XJ7y	90	150	169RiAmgiEInWEQaM1VFoiCmRZRyHLq1Z
68a9cd54189d18298d488fbe	حلة قلي بصفاية زيت	OUVur9F	590	850	17OS1CL7QTCpklinN9I7HTh2hz8HnLUXy
6a7c734442d4b8fe403d98cd	جهاز المساج الكهربائي المتحرك 3d	e6mdpOn	900	1300	1-9COAbwpXdXdnSZvR3g45ka_2Dfo5UEX
691a33fe9f30377c91e3d3f4	طقم بينج بونج	blixhnU	410		1f9r8o8bKtxJtXmxQDd6gp7rddsce4s74
6752ca3c1548cec72de5abec	قطاعة الخضار 14x1	np6Ytoj	240		1HtL-rJrAjqhEJqJ-I_C5dR2EUuHixfYq
695fad0addc488a50494a3e1	ليد السيلفي الاحترافي ببطارية	Ykx6vve	405	600	1FDM4CiMukuJ8WzqPdX44kpUNKlg5FOii
691f0085635aba1b6b9c2223	جهاز مقاومة العضلات	PrBV5QR	250	450	1y_q8fbWVHkKm5FJ91iIFKkN0D9u6i0eC
6a678f05a4ea3856512eb1c1	luxbath shelf | رف الحمام الفاخر	4aYD3vw	230	350	1Tx-40lRfJrOaDCI0wQlkJx9mbqqxQZs5
68c787c015bf4d8f291be913	جهاز تدليك لفروة الراس والجسم	PAE8VlM	325	600	1PBFjaIP8x-t6VEBWdKvMJjItQ0NfYToN
6a82c564dd189c9923606cd0	مجموعة إزالة الشعر المتكاملة 5x1	sWMVojg	440	700	1yeIl5puw9IdMVYNcEu_FtXzUrYijHC9e
6810e5533a87ea85f47a8c73	سجادة الأطفال المائية	4Qwn85z	180	400	1fyr_kwHlSdfvXLbwizWVZlVHQSQ-T2oc
6a6e5f943f6ed554e3f4370c	وسادة دعم رأس البيبي	hJyRdA9	490	800	1aEQG_mExLIOzl96eiwLY1u5Di4y9V2aq
6907b445903051f2d1b33fe1	لعبة الأخطبوط الراقص المضيئة	HRieaKv	465	700	1q2MvOQTcxCN_5_ChAYAuJH6CVD3KeoZq
6a669123a4ea385651abe9c5	إضاءة الألعاب النارية شكل نجمه	KfwRA1y	480	700	1tdnEdmAren_pRjwa3pOdE1WrUyDy_yEq
68d426c35174abbc690fb78c	منظم سكاكين بلاستيك	Y1ftu4R	200	310	16apgNFbOv6JkzhKRKRwwduhs84r8-n15
680666f302fb341d4f47ab91	جهاز غسيل فرشة المكياج	IO2gpX4	180	350	1S9ueVJpJIuXIUnvg9OfNXvVbrAme5_Sm
69c7be75cc2eaa491439075e	جهاز لاسلكي لعبة للأطفال	N21tV4j	240	400	1xhJzcTm37MCYjULtIDr6dIu54r6LROku
696a4e066681b56512f5660e	ميدالية الكاسيت الذكية	qfr8YeH	160	250	1Hc09LpRnBVv2Da1Un20GtI4m4NwbYEhI
69d8665bfe096ac1b245729b	لاصقات مانع التعرق	DU6LzSs	105	250	100X5ZGL6MR01y_oRO7YSO6y2heuF6WLA
6a2aa749f6c8815f8d4b17fb	كرسي أمان الأطفال للسيارة	6eVO9Ep	420	700	16ITcEOT3YX3hLt7i-yVjaWYQ9rN-we9R
6a7dfaaadd189c9923baca5f	وسادة حماية الطفل الذكية	HoxAjpL	340	600	1S12SahH8EDiJbRR9-cRMeyo-BISDNAqZ
66567d0f0e468fed787e6d65	خلاط الفواكهه المحمول	ep5byG3	190	300	15oScjPydtw6uqWu8fuclKkyhf2YEHMNA
68d890b3d7c301f205a70cf5	جهاز مساج 6 رؤوس	b2fhSsu	570	900	1hiZo1_QVj9A079LI8O9-9dwGCuB5zbR9
68b8bcba6422f463eed85c16	سيارة الأستعراض الجنونية	jxiSDER	720	1000	1f7i9Bym_tN5yxHlpEpp5zsoZk5N7EaqO
69e97ad1d84fc7e3c93c6e30	أنابيب الاحتفالات المضيئة (glow sticks)	NkFwBxz	280	450	120O0I4lZiqMmZFSt7QPo33e43zpro1B3
6a7676924d956cf60836b8fb	المشط الحراري للشعر والدقن	4G5eORl	230	400	1Z6SWvCJ8dHtti0vSEWb_gtUymTRjIQ9H
6904e6a833a765a1debb9f70	طقم أدوات السفر والمطبخ 6 قطع	3fyrjWd	245	400	1_z_VeMoWs3HcRPWwoWN5Xc9YUmTn2w8X
6a875b846c33f3e3e4befa95	دعامة الركبة الرياضية ultra support	sgRa11m	230	400	1iGYdOIPfkScIjgEzPpeNVX5HLeHYayti
66567bf50e468fed787e6c04	شماسة زجاج السياره بالجراب	W1XY3Ww	190	350	16xpIiU3QGgbo3gVymyk6hEHbBxP05hBk
66f012d7cd332bac60d3c7cf	فرشة إزالة الوبره السحريه	QbmWuHc	70	150	1pIZ7Pp1rI_dYK8gsZrCKIHXUMNysyV-p
6a77a5db849bf12335fc839a	قصافة الأظافر المكبرة بإضاءة led	jq7Cd1C	245	400	1TKo9NA0TFTi1eTbwenjJ9LvrCzCTMcGN
69650ce87fd9c61da9efb337	جهاز صنع الفشار	wxr6S9j	510	700	12nDwnmXje6u4iJQHZvARxCSZpfLHJvaE
68e52053d7c301f205ff973a	راديو جولون الأصلي	Ts6NmTN	310	450	17ek2NI-UWM4tU1RJml6BGpoJ0AWCWjjj
6a2823b9f6c8815f8d42088a	لعبة التقاط الكرات الطائرة للأطفال	5BdMzT2	110	250	1ACDqTeVCrRjpPeKuQ80OldxneO-lkpew
68233a97cbb435de12193721	منشر الحائط المحمول القابل للسحب	SA6Jmww	470	650	16fmvTxLhujUrApt2R5n2FNFp8EI1GbD-
6a693082a4ea385651df412a	squeezecup pro | كوب السموذي التريندي	WEDaEKt	245	400	1gs4CBDdt4khVOqhXkZcFzhDR8SZ08c68
69853130150f699e76bd79d0	شفاط المخاط اليدوي للأطفال	tHwQr82	120	250	14KvcGI0bfko6sdax9fI-_77styKklrQ4
690bbea34c664f3498c4bc60	لاصقات تبييض الأسنان	ypp2hVp	145	250	1qOYTKNH5k497lfZlX-KfMas1Tx3SPfeW
6693a1f610520799a98cf418	مسند الضهر الطبي	Kk7PxeY	115	250	1JHJnvf4KzZ9k4TGPgHUD35MiKmIpN0N4
69dbac493256f1f89221978c	المشترك الذكي القابل للطي	685z5hb	135	250	10N50_C5iE9qmkDWP_fIRZ3dLTrznDmnB
68ee593fd7c301f2059d0f60	لعبة العصفوره السعيدة	sRe8wUp	345	550	17xJZ2a_RiuXb6xqNWIxXAFd4Y0RMZHBg
68d0671515bf4d8f29e46c62	الشماعة الدواره 360 درجة	OtEzYzj	145	300	15IOxLbNoalmjKpIBDKAUFWC97Mpj28Ix
66c1d4e849e955603d1bbfa2	لعبة قفاز سبايدر مان	HIpruWh	160	300	1__1pY1gcIAdTBbqL0maSsg6bqZO9ilUL
66f5f2f6cd332bac60ff6a45	ميزان أشخاص in boody	Xs3KIyV	320	500	17xRzxlilM_27rYmGC3fG1_cfZ-5HmdFu
6716f4a3fa54540680da6252	مالئ فراغات السيراميك المستورد	8IrC6wL	120	200	1co6sbpAZpik8p4r7lF88PlxDEzfDOyvj
6a693afd3f6ed554e30893bc	منفاخ السيارات الاحترافي	i8SY7zb	550	800	1JKuKtDAk8hhtmQ88jH9EseHVSbqb_-HQ
6911957911fc9175988dacd7	أقراص تتظيف التواليت	L2GMd6v	110	200	14M4_N-gtJd45Eah33EijwNG2slz9vpuu
65247a33b740d62654779347	شرشوبه عصر ذاتي	1alTi5s	130	300	1qrCQyhtMXTTJGROEfLuxLWRohpa8WT_1
6981ba8b150f699e76b8831a	العروسة التريند بنضارة	HwKqtl4	380		19KeqGK75HqxlAMHzXlTtYUImzU10qEJp
66b3baf149e955603da7ae8d	قارئ كروت إلكتروني	7qy6ri8	250	350	17BmvCEz1rm5qx7f1uQP_HBIoSLmiaA9_
69e51875e7a7da4c934ac906	مروحة ذكية 2 في 1 led	CY5QjdO	565	850	1AlnxcsSF5b5ndJkrPPpDORZbG4tf6x0q
68a8d746189d18298d0d792d	فرشاة الاستحمام السيليكون بخزان	ILwiouW	75	100	130tt9toUavihxg_KNsdOoxlnImivuLUU
691f054c635aba1b6b9e952e	غطاء حذاء سيلكون للمطر	8Cdrt96	90	150	1nRArLzaYm33gupRMw0Q1XQb2WdQwJ9xM
6967e2667fd9c61da9b3cd4d	لحام الحديد الجبار	J2GT3Li	110	250	1CL4Y31zsCmvbEwprovn5nrPFqcF5D3v3
685d4b53274b44138afdfca6	(باندل 3 قطع ) حزام جلد طبيعي	riMmBkn	260	400	1YsVxDhXp9eppljMIUFBDnUvyB3erR52D
6a874a696c33f3e3e4ba063c	مكواة لفّ الشعر الاحترافية – موهير c606	beGxsyy	380	650	1GtFvnKqGcEE77wW_RSTAsw73yXTbkrRi
6a669886a4ea385651ad3aac	kidguard pro | سوار حماية الأطفال	2RVdowd	170	300	1L6gGxV4a1eJi-9SdS3kzGYWNZT9c6_K4
68044fd11de40ec0dfb22504	كيس غسيل الأحذية في الغسالة	7YPSMjp	160	350	1pDlzGQ3VJs-OpsFzNtR7RZ81DzJBDnwx
69a8d728f7eeea4048b09592	مفك التست الذكي	2j9fANs	160	300
68fea586cceac5763cc56301	فوطة لتنشيف الشعر مايكروفايبر	o1gCtn6	95	200	1zcsA6FqRH03k9Xa6RS1sBzK0wSsdQqGe
648783fc6c2eea6c3ea97cab	وصلة حنفيه متحركه	MlwAx6q	90		1iGbxBXmZN7RmLlS5VoLWLTd8vU5HRde1
69e56a99e7a7da4c936fa0a8	عوامة بخيمة للاطفال	zOupfhu	260	400	1XdIGpmyqtY4SbKt03vENtx_crAvV0uVh
689e827bcea36353d6f06031	قلم تدليك الدورة الدموية	DdImFaH	200	400	1iz7aO2qmB28JJrfJzL_VbQcRFXwCB81V
6879abe68d9f44a8a1fd8776	طقم سكاكين ماربل 18x1	de2imdF	365	600	1patRWIsn7t4Iv7KQWX3w_VU6gaPn1QzE
6a552419ecf12e1a4c6c5d32	سبراي منظف التكييف السحري	RUSy5yV	170	400	1ynuoHrCozawmjPwUg-9pkZuF4pDJjpEV
6991ee2dedf1bc56220619bd	واقي وجه كامل شفاف	7pQH1W6	160	300	13mWqsF0i9KVfwbWvOiMkt2A5XRsCtgbU
672392a32b2c923fa39c2eed	أنبوبة إضافية للبوتجاز المحمول	Rs26KYa	105	200	1hMNFwaOkE0iW0yuxh9YSxPsTJ6R2Xaud
68c6dd10e36831c213ae82b4	مساحة زجاج مغناطيسية من الجانبين	OhNWo5Y	170	300	1tXDhnEb-Ij8nLFcmBEM8W3v3HH6LiIuu
68e551a9d7c301f2050b30bb	طاقية الارنوب التريند ( بتنور)	MZKDJEY	180	350	1y_M-hTkHIBHk0onmXRZOLdnl0ZVlVRFj
681bcf393a87ea85f48d2816	مضرب صاعق الناموس	pqAiVrx	280	500	17GFOXGA288vX-0qinKjYJqnFXbCk_8Vd
688e6a2eb4f2089d4810ee39	رف الحمام العملي	MAUVs7g	170	300	1-1XN_cCSVJeJNuxsdK1lRiXYhHC0Ikmz
68d726cb5174abbc6993d654	مكواة الشعر الثلاثية	rXW8sXQ	380		1wAs9eiKLB5sbsWjf_f8sUTEenNNGzPJe
68dbc14dd7c301f20540b9ef	طقم العناية بالاطفال	E7bSP3y	190	300	1awpq5AfBcdsRwNQj1Z1g62VUuFMTr1on
6987e832150f699e76680056	شريط ليد 5 متر بريموت	yAmyxDV	190		1tGEGdO5GoFfhSZ0ZFKxNxKZHaRsTvz-D
680e20ec3a87ea85f42c072a	جهاز تقوية قبضة اليد	4c37kZp	120	200	1hlu2GtDcDjswNcE4QkV6sH7SZ-gnCDuj
6873c49efef172abfc814de4	جهاز yes لإزالة الشعر	MtTEPgy	210	350	18LbJA2OkFCRXBDdqRoW8R-5VX0Xa7rtg
69e5658ae7a7da4c936bf47d	الكرسي العائم القابل للنفخ	nSaUTlR	300	500	1i50aRrneuc6grWN7KRllM3HEG6oSE48s
6888ef8db4f2089d4815e7ab	طارة القيادة الموسيقية للأطفال	Nlj2kdc	185	350	1Tz8GixFpyrckOpVLfBG2KLghtNXtU0PY
67f755036cc90c5f035cbe6e	خوذة واقية للأطفال	kWV8oNt	155	250	1tOOMqehyWm4llUzvILCsbjx4hy4pSaOJ
688e6ad9b4f2089d4810f5b3	لعبة سلم البط المتحرك	LnbA4YP	190	400	1pYk4KC3O9Smu6fayEczAw4JfnBRSeLf2
6a897998b025430898b643d2	كشاف فلاش ماكس المغناطيس	ZD6POLd	180	350	1vBmt0Nl9Yww5R30dnkhsqf0WfB-qPIvR
648783fc6c2eea6c3ea97bf0	المساحة الاعصاريه المثلثه	O5U3uDI	160		1DgNPVFefm_Do4RhLWZv06iHb-4uskwX9
678b96bd85e034a4c2a0b73c	طقم الصلاه القطيفه المبطن	tzJOlqM	285	400	1it2zJIkr_SvtO70Sb6ZDZmM8GOvkoqVo
68dd4e9ad7c301f2058fa618	لعبة العروسة الطائرة	ohPsSCi	180	300	1O8eEFrhHS3WNOUy5qQfs4nyV699munyg
6a675d51a4ea3856510fbea6	منبه الأدوية والجرعات	TMvNCyE	420	650	1AK-dryPuVucKEdVMhS61X7p2ffjhHa1Q
6a6132098a583679361b1a88	face lift v-line mask | قناع شد الوجه والفك السيليكون	nL4wLUt	190	350	1YM5MBwhh-5ArrYMWFOsDd_x2keEMvtCM
6883c92e8d9f44a8a1cda350	طقم تثبيت الملاية 4 قطع	bLNKDSl	140	300	17uj9Zf8nAK7Tf0s_anWrr1aO-Na7_qT8
6a53e7e3ecf12e1a4cda063d	كشاف الطاقة الشمسية الخارجي	A9kx9Fp	350	600	15wpJtsfP0wxU9eWfZK_sQhUmyurP0frQ
68710aa7fef172abfc1569f1	مجموعة كتب تعليمية للأطفال عربي وانجليزي	iYKAt9x	195	350	1gbIhTFKV4QIzVXK-oJgWvJVup2SjCQ0g
6a62a39f0868f034dd79104d	لعبة سباقات السيارات التفاعلية للأطفال	qeOejhZ	850	1200	1-97lzYRCH9YabEjFW-5n52-3HrwUYlpz
67353ef01548cec72d5b6327	وسادة ومقعد سيلكون	OsBTidx	205		1HwNKaQtGyAtLJ4mj4gl_AuNWV-LL0wNw
6a62ad1a0868f034dd7a18d2	v-face smart lifter | جهاز رفع ونحت الوجه الذكي	EDEnNdE	270	600	1YuEp0CDQhV5rzUV6aJlDBnrTdvzyebNp
6a7ccc9c42d4b8fe406cae3f	لعبة المرح الموسيقية التفاعلية	ck4O9sK	370	600	1fiFrJ0GAe8-vxspUKsL9iD8dOhX-UUIp
673bc53c1548cec72db7f83b	باكت 10 أكياس حفظ الطعام فاكيوم	5yqJahw	90		1EBtQduB57Gp1gQi0waADmp38JHM9BQoJ
6a53f24cecf12e1a4cdb9b79	سبراي منظف الأقمشة والمفروشات السحري	VdLjgmp	160	350	1B3IZKG1B8HYPnN1xVn1Zjbc8bF1rDS-r
6987d4c2150f699e766577b4	سائل النانو لإصلاح شروخ الزجاج	4663WWF	205	350	1PmYA63vaSjPwTn_-Vx43tb9GhasiG7c9
6895440c8402b3f882f4fc73	طقم العناية بالبشرة 3 في 1	DTX8Vdv	210	350	1ZqUQE5S6lCv-Yqx6LVxq5kPxlXNdgM7Q
68d6f54c5174abbc699157b3	اباجورة كريستال بالريموت	vfq9F9X	180	300	1qv76dYjTSgailXmm2nxNnQ2uBMD-d3lN
648783fc6c2eea6c3ea97d70	لوجو السياره المضئ	eeqHKB6	130	200	12T8kUVv4Cbm5whjhVFeATGku8unEgKAX
66f5f4e5cd332bac60ff875c	سخان الفحم الكهربائي	tiUWf5h	290	550	1wwcCDHM4j97udQv93ek7-iADr_qz4s5w
677beafbbd99b1dff7d3e042	كرسي تقويم وضعية الجلوس	A8vo18M	250	400	1H7QGf5asHvl0L3Dov28gcOkDzNw2Y0o6
67b49e98b5bcc526f0765d40	لعبة تحدي بالمغناطيس	NKVLotx	200	300	1H-QMsOiWrPgVIjGBt8AKfRSZSXPOoQtD
680673c602fb341d4f485cac	رف دوار 360 درجة	Gqsj7ZT	260	370	1ikJ7dI7fQCfKIwA6eMeVangRVOYp-i9f
6a7c6bf942d4b8fe4034c054	ملعقة القياس الذكية measure spoon	eAGzuhH	255	400	1oXKHHhvoziTTlMVOtbudBRpjhXanL6Ey
6888f0fcb4f2089d481612ae	رشاش ماء وفقاعات بشكل قوس وسهم	RRAkY8k	390	600	1vhqIVEtMhVEImaRB5g2pEKYQkRirYS0q
69e7c272e7a7da4c93020bb3	جهاز غالق الأكياس فاكيوم بالشفط	PNLj9Xd	450	800	14JLvFn22VBXHYqqgsnlhD9-7nai6Aq--
6a7f702bdd189c9923340220	شنطة الرسم والإبداع – 168 قطعة	XdPtUJl	290	500	1wkoslRr-v9RWhZeBjkJOqJOE603RQqIZ
687146cafef172abfc258361	مشد حريمي شورت -لون ابيض	uBjsPxp	190	300	1p8d_MeISHvqVFl43VcISmM4XUc4OiNbM
6a5d52baecf12e1a4cc63af2	أباجورة الإضاءة الكلاسيكية | classic light lamp	88PCfG2	190	350	1zFJk8MyqaojrqbgnaxPv9xzhb6Vk8bzD
6a60fe618a583679360f6970	موزع هواء التكييف الذكي	GzKGhyn	235	400	1gjRfxGG-KmPy-NOFA3lRjN-oFjukcRWf
68d588415174abbc6956c8c5	عمود حفظ الطعام 3 دور	yp7sVhK	310	450	1H5t3Y8pk74b5BXnfFX1zpr_UECaMYSPL
68e57ebad7c301f2051235d9	اللزق الجبار مانع التسريب	HKS4Ixk	140	250	1NAFRXbELuIY9UUeY34E5RPrwn5MsSux7
68c9b19515bf4d8f299c79c2	بروجيكتور الأرنب التريندي	KBFtZKk	350	600	1mackbWWz3W3jcIwIAHA7hYNnii3VqOm5
6a60a55858f8e62a76abeadd	رف التجفيف الذكي القابل للطي	PHPIq9y	210	400	1oVRB0ZLrureOEHUBXk0_9s95eukai-bb
6994c2efedf1bc5622edf2b4	لزق تقصير البناطيل بدون خياطة	C4u9k9u	110	250	1K0Lc0DN5X6579vVdmTMKeU4GaQgrwr5w
66944b7010520799a9919d2c	حامل اللابتوب المعدني	vRb6iPV	150	280	1MkL8y4SgC71G7Ue4fzN5P6J41_1dWUBp
68b4d9f46422f463ee42a0c0	جهاز المساج باور فل 717	JVj5boS	630	800	15mv2DMDFnEwYvb3YTdtNbRR0-t4SkRAJ
6a2abaf7f6c8815f8d5b240f	جهاز قياس ضغط الدم الإلكتروني الذكي	9dOpCx9	295	500	1Glwgo63PQKegqd6NALzA8Y8FVEKiVip4
6a6124628a58367936167172	جهاز استقامة الظهر الذكي	vnhxMxg	190	400	1oDfCJBGMu_UT1HmCdRVkSSqbb9Zpcl0H
6a5813f6ecf12e1a4c9fe8ec	حاجز السيليكون الذكي للحوض	WtCXnZq	100		1JAp6d-aYSGsp_1gRmQLODP3hXNT6CRhU
6a7ca6f642d4b8fe405fb58d	الشاحن الآمن الذكي – smart safe charger	gL7REVx	490	800	11IfALCCsm_O67xNCw32wOtloECSD4hj7
680519067a8092df4d9cfa23	فواحة ووناسه h2o	QGGmxyK	165	250	1lx4FDy2F2xN3AgXBzlowoKkvTtxzQUWj
67923e2f85e034a4c20bb134	مكنة تنعيم كيمي c52	ygzcLti	430		1nPntR-zmurIctslAy7aiN4KL4Nh4euv8
66fed603cd332bac603d589e	سخان بلاطة مستورد	DXuIw5n	315	500	17TnajaqmwAuXCTwLYwq5KRNZzxNu5fTh
68ad161fc3315c9e3d9c553f	حامل موبايل مغناطيسي بالشفط 4×1	a7Powl6	145	250	1mRZ7o63rcif_aOD4DRRaBIdTK7O_5rtz
6806699f02fb341d4f47df2a	فرشة التنظيف الكهربائية 5x1	QMB1EAp	195	350	1WhGLJiOAw-8l9SXzjyhVw6aMXQZKzJcy
68c61453e36831c2138399b4	حامل وماسك موبايل 360° محمول	SlCh2Dw	235	350	1_-CTTsKuWML_sLEa86qRVHbGfqHD5A71
68b322b76459e04ced3adaf0	الكرة النطاطه المتحوله	EHhoObH	145	250	11kOaWtBQ1fsVZgFITEbTauzR2fKglwKg
6a8753e16c33f3e3e4bd5497	مكواة تمويج وكثافة الشعر المثالية	4lvlbmi	470	750	1RAXMUDqjTqTzGvaL5nO5hDoSmVvGdvPi
674e0c741548cec72dad043b	بوتجاز الرحلات المحمول الميني	QSmefF3	280	500	1uidjiHnmrMzSYrMbjf8yU9p2fnF4VoLy
68e518c2d7c301f205fc790f	لعبة البازل المغناطيسية الضفدع	oUxr3nT	300	450	1ZHM7L1ZHryVz7Yn38S5mAtpr1n8YIPo3
6a7c9cab42d4b8fe405be078	فلانشة التقطيع الستانلس	PqDq4l2	320	500	1nCaKS3qJ1gjAx5yidin8WgV4FQWnHpz7
6a6f08c93f6ed554e31f9b72	grillgo | شواية التخييم والرحلات المحمولة	u4k4hxD	410	600	1128lY7QAr6T-YXHOLAHLShpG-7cx8Odp
6a3c6797b2dfdec2ecb4145d	كيبورد لاسلكي ذكي 3×1 للتحكم الكامل	wm2cS7U	290	500	1JF8iqZa7Nys0RSqDCQjHHoUgutpsU7oc
6a6e74c43f6ed554e3fcb56d	movarelief | جهاز المساج متعدد المناطق	vxjTEhT	330	550	1NkqezMwGVUvGhOjCgXhJlDG_TPpGe0c3
6a3bda03b2dfdec2ec72b139	ماكينة حلاقة الأطفال الأمنة بتقنية الشفط	jLyGqlk	560	900	1rOqaSdbcYrdZJyQvUR5n8X_4AmjrRkr6
6a9328d3ff4bc0f14e52f1ed	ماكينة إزالة الشعر بالخيط الأوتوماتيكة	BKCGCrG	470	800	1zYt0Ny_fpFB4jt_ftP_5bBrWcBlzfVil
671a4e5afa54540680f6dffe	مكواة الشعر mini السيراميك	zdGYZAg	125	200	1hQp0xGQTVjH_h-jSmxCK56gPIXRbvok8
6a3bbfe1b2dfdec2ec571e8e	سكيت بورد احترافي	aiJ9ibq	370	700	1DpAaEof0CfHNBYCRDX7DvfLuNS75hXEi
